   Defect   q Site_Symm Defect_Symm  g_Orient  g_Spin   g_Total  Mult
0    F_N1  +3        Td          Td  1.000000       2  2.000000   1.0
1    F_N1  +2        Td          Td  1.000000       1  1.000000   1.0
2    F_N1  +1        Td          Td  1.000000       2  2.000000   1.0
3    F_N1   0        Td          Td  1.000000       1  1.000000   1.0
4    F_N1  -1        Td          Td  1.000000       2  2.000000   1.0
5   Li_B1  +1        Td          Td  1.000000       2  2.000000   1.0
6   Li_B1   0        Td          Td  1.000000       1  1.000000   1.0
7   Li_B1  -1        Td          Td  1.000000       2  2.000000   1.0
8   Li_B1  -2        Td          Td  1.000000       1  1.000000   1.0
9   Li_B1  -3        Td          Td  1.000000       2  2.000000   1.0
10   F_i1  +3        Cs          Td  0.083333       1  0.083333  12.0
11   F_i1  +2        C1          Td  0.041667       2  0.083333  11.0
12   F_i1  +1        C1          Td  0.041667       1  0.041667  11.0
13   F_i1   0       C3v          Td  0.250000       2  0.500000   4.0
14   F_i1  -1        Td          Td  1.000000       1  1.000000   1.0
15   F_i1  -2        Td          Td  1.000000       2  2.000000   1.0
16  Li_i1  +2        Td          Td  1.000000       2  2.000000   1.0
17  Li_i1  +1        Td          Td  1.000000       1  1.000000   1.0
18  Li_i1   0        Td          Td  1.000000       2  2.000000   1.0
19  Li_i1  -1        Td          Td  1.000000       1  1.000000   1.0
