   Defect   q   ΔEʳᵃʷ  qE_VBM   qE_F  Σμ_ref  Σμ_formal  E_corr  ΔEᶠᵒʳᵐ  \
0    F_N1  +3 -16.545  21.349  7.780  -6.517      0.000   2.645   8.713   
1    F_N1  +2  -9.406  14.233  5.187  -6.517      0.000   1.309   4.806   
2    F_N1  +1   1.338   7.116  2.593  -6.517      0.000   0.333   4.864   
3    F_N1   0  12.471   0.000  0.000  -6.517      0.000   0.000   5.954   
4    F_N1  -1  24.762  -7.116 -2.593  -6.517      0.000   0.233   8.769   
5   Li_B1  +1   3.926   7.116  2.593  -4.802     -2.566   0.218   6.485   
6   Li_B1   0  11.285   0.000  0.000  -4.802     -2.566   0.000   3.917   
7   Li_B1  -1  18.909  -7.116 -2.593  -4.802     -2.566   0.379   2.210   
8   Li_B1  -2  26.804 -14.233 -5.187  -4.802     -2.566   1.398   1.413   
9   Li_B1  -3  38.994 -21.349 -7.780  -4.802     -2.566   2.821   5.318   
10   F_i1  +3 -12.186  21.349  7.780   1.809      0.000   2.308  21.060   
11   F_i1  +2  -5.046  14.233  5.187   1.809      0.000   1.035  17.218   
12   F_i1  +1   2.155   7.116  2.593   1.809      0.000   0.264  13.937   
13   F_i1   0   9.401   0.000  0.000   1.809      0.000   0.000  11.211   
14   F_i1  -1  16.728  -7.116 -2.593   1.809      0.000   0.278   9.105   
15   F_i1  -2  29.004 -14.233 -5.187   1.809      0.000   1.069  12.462   
16  Li_i1  +2 -13.806  14.233  5.187   1.902      0.000   1.219   8.734   
17  Li_i1  +1  -6.615   7.116  2.593   1.902      0.000   0.373   5.370   
18  Li_i1   0   5.596   0.000  0.000   1.902      0.000   0.000   7.498   
19  Li_i1  -1  17.819  -7.116 -2.593   1.902      0.000   0.176  10.186   

                                                 Path  
0   /home/josephpvera/Documents/Jupyter Notebook/T...  
1   /home/josephpvera/Documents/Jupyter Notebook/T...  
2   /home/josephpvera/Documents/Jupyter Notebook/T...  
3   /home/josephpvera/Documents/Jupyter Notebook/T...  
4   /home/josephpvera/Documents/Jupyter Notebook/T...  
5   /home/josephpvera/Documents/Jupyter Notebook/T...  
6   /home/josephpvera/Documents/Jupyter Notebook/T...  
7   /home/josephpvera/Documents/Jupyter Notebook/T...  
8   /home/josephpvera/Documents/Jupyter Notebook/T...  
9   /home/josephpvera/Documents/Jupyter Notebook/T...  
10  /home/josephpvera/Documents/Jupyter Notebook/T...  
11  /home/josephpvera/Documents/Jupyter Notebook/T...  
12  /home/josephpvera/Documents/Jupyter Notebook/T...  
13  /home/josephpvera/Documents/Jupyter Notebook/T...  
14  /home/josephpvera/Documents/Jupyter Notebook/T...  
15  /home/josephpvera/Documents/Jupyter Notebook/T...  
16  /home/josephpvera/Documents/Jupyter Notebook/T...  
17  /home/josephpvera/Documents/Jupyter Notebook/T...  
18  /home/josephpvera/Documents/Jupyter Notebook/T...  
19  /home/josephpvera/Documents/Jupyter Notebook/T...  
